00:00.0	129.5382263	93.19114598	86.13417429
00:00.0	129.6066285	93.19440159	86.13979629
00:00.0	129.6824975	93.19929201	86.14450277
00:00.0	129.7609701	93.20551695	86.14798486
00:00.0	129.8462225	93.21312271	86.1507686
00:00.1	129.9353229	93.2215641	86.1530692
00:00.1	130.0346216	93.23097383	86.15559206
00:00.1	130.1239651	93.23996253	86.15718881
00:00.1	130.2071614	93.24872741	86.15816258
00:00.1	130.2869242	93.25705469	86.15917451
00:00.1	130.3559979	93.26412384	86.16020918
00:00.1	130.4172691	93.27026255	86.16129015
00:00.1	130.4607391	93.27486242	86.16175499
00:00.1	130.4912688	93.27805362	86.16210639
00:00.1	130.5129687	93.28045717	86.16217226
00:00.1	130.5276181	93.28221354	86.16203391
00:00.1	130.5328456	93.28260261	86.16227636
00:00.1	130.5380517	93.28237281	86.1632865
00:00.2	130.5210673	93.27869885	86.16550975
00:00.2	130.5038787	93.27319461	86.16995993
00:00.2	130.4911743	93.26590248	86.17722597
00:00.2	130.454228	93.2555312	86.1851183
00:00.2	130.4149413	93.24366905	86.19466818
00:00.2	130.3680011	93.23165996	86.20337856
00:00.2	130.3102567	93.21853577	86.21206972
00:00.2	130.2381545	93.20377939	86.22094924
00:00.2	130.1586	93.1885913	86.22939472
00:00.2	130.0767533	93.17358357	86.23736103
00:00.2	129.9967732	93.15839181	86.2457816
00:00.2	129.9291949	93.14389075	86.2548581
00:00.2	129.8636783	93.12858758	86.2651053
00:00.3	129.7973776	93.11250711	86.27621001
00:00.3	129.7368679	93.09566459	86.2889489
00:00.3	129.6866081	93.07801703	86.30393836
00:00.3	129.6401277	93.05854518	86.32170274
00:00.3	129.596608	93.03685298	86.34251007
00:00.3	129.5476771	93.01262722	86.3657405
00:00.3	129.487283	92.98582969	86.39085416
00:00.3	129.4148539	92.956969	86.41726562
00:00.3	129.341708	92.9267512	86.44541057
00:00.3	129.279272	92.8963704	86.47501248
00:00.3	129.219232	92.86535493	86.50576846
00:00.3	129.1410795	92.8319218	86.53753025
00:00.3	129.0466795	92.79612192	86.57053546
00:00.4	128.933241	92.75772228	86.60493472
00:00.4	128.7998848	92.71720897	86.63995761
00:00.4	128.6584255	92.67610062	86.67478738
00:00.4	128.520333	92.63485984	86.70995945
00:00.4	128.409527	92.59464891	86.74675062
00:00.4	128.3256578	92.55483676	86.78580446
00:00.4	128.2630361	92.51488056	86.82708411
00:00.4	128.2280837	92.47522585	86.87070976
00:00.4	128.2116206	92.43512901	86.91656755
00:00.4	128.219472	92.39520726	86.96446924
00:00.4	128.2471179	92.35601322	87.01327891
00:00.4	128.31123	92.31796943	87.06379339
00:00.4	128.4140356	92.28131712	87.11589329
00:00.5	128.5570831	92.24626373	87.16936853
00:00.5	128.6871957	92.21022558	87.22270795
00:00.5	128.8353944	92.17512036	87.2765319
00:00.5	128.9366669	92.13970261	87.32733241
00:00.5	129.0269179	92.10573916	87.37539223
00:00.5	129.1786484	92.0750876	87.42445792
00:00.5	129.357314	92.04665613	87.47277404
00:00.5	129.5528252	92.01884058	87.52139988
00:00.5	129.7659625	91.99229769	87.56967841
00:00.5	129.9850756	91.96772217	87.6161546
00:00.5	130.2073257	91.94428475	87.66129435
00:00.5	130.4456247	91.92210001	87.70575937
00:00.5	130.6984692	91.90084739	87.74958368
00:00.6	130.9487745	91.8796272	87.79252123
00:00.6	131.2063539	91.85978987	87.83399777
00:00.6	131.481784	91.84121816	87.87505428
00:00.6	131.7574469	91.82347215	87.91492108
00:00.6	132.0378898	91.80715263	87.95320625
00:00.6	132.3342555	91.79422263	87.98886847
00:00.6	132.6384983	91.78397259	88.02197648
00:00.6	132.9625653	91.77629239	88.05349848
00:00.6	133.3208043	91.77251111	88.08331504
00:00.6	133.7372347	91.77294157	88.11281531
00:00.6	134.1842378	91.77674487	88.14106742
00:00.6	134.6516271	91.78236407	88.16877587
00:00.6	135.1286566	91.78965286	88.19553496
00:00.7	135.6203499	91.79874791	88.22149924
00:00.7	136.1247372	91.81001794	88.24629397
00:00.7	136.6592013	91.82372258	88.27065066
00:00.7	137.2212215	91.83905896	88.29514867
00:00.7	137.791096	91.85421762	88.32017332
00:00.7	138.3501352	91.86885515	88.34472106
00:00.7	138.8843808	91.88274079	88.3680316
00:00.7	139.3856468	91.89643244	88.38897268
00:00.7	139.8521696	91.91044237	88.40696058
00:00.7	140.2876233	91.92533554	88.42185583
00:00.7	140.7114649	91.9418378	88.43428553
00:00.7	141.1200986	91.95932607	88.44466082
00:00.7	141.5203485	91.97792056	88.4534955
00:00.8	141.8975685	91.99667944	88.46075162
00:00.8	142.2504246	92.01533278	88.46662932
00:00.8	142.5684888	92.03427583	88.47024878
00:00.8	142.8834201	92.05391046	88.47276172
00:00.8	143.1800423	92.07413795	88.47349422
00:00.8	143.5277995	92.09680933	88.47504927
00:00.8	143.8818366	92.11910749	88.47727138
00:00.8	144.1871118	92.13939189	88.47838454
00:00.8	144.4765973	92.15911469	88.47920142
00:00.8	144.7588175	92.1787111	88.47977502
00:00.8	145.0357086	92.19820379	88.48023429
00:00.8	145.3174862	92.21744602	88.48130461
00:00.8	145.5875587	92.23576928	88.4824409
00:00.9	145.8256458	92.25255408	88.48299055
00:00.9	146.0256202	92.26824188	88.4822301
00:00.9	146.2109555	92.28345092	88.48102699
00:00.9	146.3759914	92.29728666	88.47977314
00:00.9	146.5236183	92.31017489	88.47833049
00:00.9	146.67841	92.32316231	88.47727693
00:00.9	146.8239463	92.33566844	88.47612722
00:00.9	146.9540453	92.34613242	88.4757353
00:00.9	147.068777	92.35534428	88.47545253
00:00.9	147.1518215	92.36337055	88.47428762
00:00.9	147.1929291	92.36844037	88.47294976
00:00.9	147.164701	92.36943901	88.47064809
00:00.9	147.091229	92.36820264	88.46731335
00:00.9	146.9751917	92.36562299	88.4624201
00:01.0	146.8431228	92.3616929	88.45750995
00:01.0	146.7055964	92.35749256	88.45242796
00:01.0	146.5701677	92.35224056	88.44816804
00:01.0	146.4115227	92.34595961	88.443228
00:01.0	146.2259294	92.33919804	88.43700495
00:01.0	146.0362604	92.33361628	88.42968772
00:01.0	145.8634136	92.32986099	88.42204443
00:01.0	145.7038865	92.32728216	88.41434631
00:01.0	145.5742469	92.32643713	88.40716472
00:01.0	145.48007	92.32735303	88.4008357
00:01.0	145.4347411	92.32959082	88.39657641
00:01.0	145.4223015	92.33287316	88.39367437
00:01.0	145.4307332	92.33664696	88.39176798
00:01.1	145.4546619	92.34045085	88.39083564
00:01.1	145.4852032	92.34458511	88.39013144
